LondInOut,LA_2023,DURATION_SPORTCOUNT_A01,year
1.0,147.0,375.0,2018 - 2019
1.0,147.0,0.0,2018 - 2019
1.0,147.0,513.75,2018 - 2019
1.0,147.0,285.0,2018 - 2019
1.0,147.0,15.0,2018 - 2019
1.0,147.0,385.0,2018 - 2019
1.0,147.0,833.75,2018 - 2019
1.0,147.0,611.25,2018 - 2019
1.0,147.0,1050.0,2018 - 2019
1.0,147.0,135.0,2018 - 2019
1.0,147.0,690.0,2018 - 2019
1.0,147.0,105.0,2018 - 2019
1.0,147.0,1642.5,2018 - 2019
1.0,147.0,300.0,2018 - 2019
1.0,147.0,395.0,2018 - 2019
1.0,147.0,705.0,2018 - 2019
1.0,147.0,1012.5,2018 - 2019
1.0,147.0,1225.0,2018 - 2019
1.0,147.0,800.0,2018 - 2019
1.0,147.0,105.0,2018 - 2019
1.0,147.0,323.75,2018 - 2019
1.0,147.0,768.75,2018 - 2019
1.0,147.0,150.0,2018 - 2019
1.0,147.0,1395.0,2018 - 2019
1.0,147.0,405.0,2018 - 2019
1.0,147.0,315.0,2018 - 2019
1.0,147.0,1267.5,2018 - 2019
1.0,147.0,415.0,2018 - 2019
1.0,147.0,10.0,2018 - 2019
1.0,147.0,210.0,2018 - 2019
1.0,147.0,502.5,2018 - 2019
1.0,147.0,240.0,2018 - 2019
1.0,147.0,1110.0,2018 - 2019
1.0,147.0,515.0,2018 - 2019
1.0,147.0,381.25,2018 - 2019
1.0,147.0,317.5,2018 - 2019
1.0,147.0,0.0,2018 - 2019
1.0,147.0,472.5,2018 - 2019
1.0,147.0,375.0,2018 - 2019
2.0,160.0,225.0,2018 - 2019
2.0,160.0,465.0,2018 - 2019
2.0,160.0,75.0,2018 - 2019
2.0,160.0,123.75,2018 - 2019
2.0,160.0,0.0,2018 - 2019
2.0,160.0,637.5,2018 - 2019
2.0,160.0,645.0,2018 - 2019
2.0,160.0,0.0,2018 - 2019
2.0,160.0,925.5,2018 - 2019
2.0,160.0,140.0,2018 - 2019
2.0,160.0,960.0,2018 - 2019
2.0,160.0,947.5,2018 - 2019
2.0,160.0,120.0,2018 - 2019
2.0,160.0,240.0,2018 - 2019
2.0,160.0,727.5,2018 - 2019
2.0,160.0,292.5,2018 - 2019
2.0,160.0,0.0,2018 - 2019
2.0,160.0,432.5,2018 - 2019
2.0,160.0,105.0,2018 - 2019
2.0,160.0,0.0,2018 - 2019
2.0,160.0,588.75,2018 - 2019
2.0,160.0,787.5,2018 - 2019
2.0,160.0,855.0,2018 - 2019
2.0,160.0,552.5,2018 - 2019
2.0,160.0,300.0,2018 - 2019
2.0,160.0,170.0,2018 - 2019
2.0,160.0,260.0,2018 - 2019
2.0,160.0,112.5,2018 - 2019
2.0,160.0,990.0,2018 - 2019
2.0,160.0,360.0,2018 - 2019
2.0,160.0,67.5,2018 - 2019
1.0,171.0,1017.5,2018 - 2019
1.0,171.0,2370.0,2018 - 2019
1.0,171.0,1140.0,2018 - 2019
1.0,171.0,345.0,2018 - 2019
1.0,171.0,0.0,2018 - 2019
1.0,171.0,90.0,2018 - 2019
1.0,171.0,660.0,2018 - 2019
1.0,171.0,105.0,2018 - 2019
1.0,171.0,37.5,2018 - 2019
1.0,171.0,0.0,2018 - 2019
1.0,171.0,156.25,2018 - 2019
1.0,171.0,125.0,2018 - 2019
1.0,171.0,1301.25,2018 - 2019
1.0,171.0,1350.0,2018 - 2019
1.0,171.0,52.5,2018 - 2019
1.0,171.0,240.0,2018 - 2019
1.0,171.0,100.0,2018 - 2019
1.0,171.0,0.0,2018 - 2019
1.0,171.0,0.0,2018 - 2019
1.0,171.0,247.5,2018 - 2019
1.0,171.0,1762.5,2018 - 2019
1.0,171.0,60.0,2018 - 2019
1.0,171.0,37.5,2018 - 2019
1.0,171.0,240.0,2018 - 2019
1.0,171.0,490.0,2018 - 2019
1.0,171.0,600.0,2018 - 2019
1.0,171.0,180.0,2018 - 2019
1.0,171.0,225.0,2018 - 2019
1.0,171.0,145.0,2018 - 2019
1.0,171.0,60.0,2018 - 2019
1.0,171.0,607.5,2018 - 2019
1.0,171.0,0.0,2018 - 2019
1.0,171.0,607.5,2018 - 2019
1.0,171.0,480.0,2018 - 2019
1.0,171.0,420.0,2018 - 2019
1.0,171.0,1055.0,2018 - 2019
1.0,171.0,150.0,2018 - 2019
2.0,196.0,32.0,2018 - 2019
2.0,196.0,0.0,2018 - 2019
2.0,196.0,1080.0,2018 - 2019
2.0,196.0,1035.0,2018 - 2019
2.0,196.0,222.5,2018 - 2019
2.0,196.0,105.0,2018 - 2019
2.0,196.0,420.0,2018 - 2019
2.0,196.0,90.0,2018 - 2019
2.0,196.0,660.0,2018 - 2019
2.0,196.0,649.0,2018 - 2019
2.0,196.0,0.0,2018 - 2019
2.0,196.0,150.0,2018 - 2019
2.0,196.0,45.0,2018 - 2019
2.0,196.0,0.0,2018 - 2019
2.0,196.0,280.0,2018 - 2019
2.0,196.0,0.0,2018 - 2019
2.0,196.0,182.5,2018 - 2019
2.0,196.0,360.0,2018 - 2019
2.0,196.0,1483.75,2018 - 2019
2.0,196.0,0.0,2018 - 2019
2.0,196.0,975.0,2018 - 2019
2.0,196.0,180.0,2018 - 2019
2.0,196.0,90.0,2018 - 2019
2.0,196.0,0.0,2018 - 2019
2.0,196.0,82.5,2018 - 2019
2.0,196.0,120.0,2018 - 2019
2.0,201.0,315.0,2018 - 2019
2.0,201.0,750.0,2018 - 2019
2.0,201.0,810.0,2018 - 2019
2.0,201.0,1108.75,2018 - 2019
2.0,201.0,1068.75,2018 - 2019
2.0,201.0,367.5,2018 - 2019
2.0,201.0,1235.0,2018 - 2019
2.0,201.0,21.25,2018 - 2019
2.0,201.0,480.0,2018 - 2019
2.0,201.0,315.0,2018 - 2019
2.0,201.0,437.5,2018 - 2019
2.0,201.0,300.0,2018 - 2019
2.0,201.0,560.0,2018 - 2019
2.0,201.0,1005.0,2018 - 2019
2.0,201.0,405.0,2018 - 2019
2.0,201.0,382.5,2018 - 2019
2.0,201.0,245.0,2018 - 2019
2.0,201.0,220.0,2018 - 2019
2.0,201.0,182.5,2018 - 2019
2.0,201.0,885.0,2018 - 2019
2.0,201.0,2512.5,2018 - 2019
2.0,201.0,2040.0,2018 - 2019
2.0,201.0,1610.0,2018 - 2019
2.0,201.0,1347.5,2018 - 2019
2.0,201.0,427.5,2018 - 2019
2.0,201.0,375.0,2018 - 2019
2.0,201.0,110.0,2018 - 2019
2.0,201.0,825.0,2018 - 2019
2.0,201.0,1125.0,2018 - 2019
2.0,201.0,112.5,2018 - 2019
2.0,201.0,236.25,2018 - 2019
2.0,201.0,600.0,2018 - 2019
2.0,201.0,720.0,2018 - 2019
2.0,201.0,300.0,2018 - 2019
2.0,201.0,495.0,2018 - 2019
2.0,201.0,120.0,2018 - 2019
2.0,201.0,137.5,2018 - 2019
2.0,201.0,525.0,2018 - 2019
2.0,201.0,682.5,2018 - 2019
1.0,241.0,436.25,2018 - 2019
1.0,241.0,1178.75,2018 - 2019
1.0,241.0,2219.75,2018 - 2019
1.0,241.0,1553.75,2018 - 2019
1.0,241.0,90.25,2018 - 2019
1.0,241.0,25.0,2018 - 2019
1.0,241.0,30.0,2018 - 2019
1.0,241.0,510.0,2018 - 2019
1.0,241.0,765.0,2018 - 2019
1.0,241.0,225.0,2018 - 2019
1.0,241.0,300.0,2018 - 2019
1.0,241.0,715.0,2018 - 2019
1.0,241.0,1391.25,2018 - 2019
1.0,241.0,420.0,2018 - 2019
1.0,241.0,375.0,2018 - 2019
1.0,241.0,1380.0,2018 - 2019
1.0,241.0,133.0,2018 - 2019
1.0,241.0,101.25,2018 - 2019
1.0,241.0,18.75,2018 - 2019
1.0,241.0,1320.0,2018 - 2019
1.0,241.0,60.0,2018 - 2019
1.0,241.0,450.0,2018 - 2019
1.0,241.0,375.0,2018 - 2019
1.0,241.0,0.0,2018 - 2019
1.0,241.0,427.5,2018 - 2019
1.0,241.0,685.0,2018 - 2019
1.0,241.0,10.0,2018 - 2019
1.0,241.0,150.0,2018 - 2019
1.0,241.0,701.25,2018 - 2019
1.0,241.0,310.0,2018 - 2019
1.0,241.0,1060.0,2018 - 2019
1.0,241.0,1680.0,2018 - 2019
1.0,241.0,910.0,2018 - 2019
1.0,241.0,240.0,2018 - 2019
1.0,241.0,1095.0,2018 - 2019
1.0,241.0,570.0,2018 - 2019
1.0,241.0,1667.5,2018 - 2019
1.0,241.0,652.5,2018 - 2019
1.0,241.0,1340.0,2018 - 2019
1.0,241.0,1775.0,2018 - 2019
1.0,241.0,645.0,2018 - 2019
1.0,241.0,2070.0,2018 - 2019
1.0,241.0,1680.0,2018 - 2019
2.0,255.0,487.5,2018 - 2019
2.0,255.0,583.75,2018 - 2019
2.0,255.0,685.0,2018 - 2019
2.0,255.0,505.0,2018 - 2019
2.0,255.0,1005.0,2018 - 2019
2.0,255.0,560.0,2018 - 2019
2.0,255.0,285.0,2018 - 2019
2.0,255.0,30.0,2018 - 2019
2.0,255.0,0.0,2018 - 2019
2.0,255.0,0.0,2018 - 2019
2.0,255.0,630.0,2018 - 2019
2.0,255.0,75.0,2018 - 2019
2.0,255.0,0.0,2018 - 2019
2.0,255.0,1502.5,2018 - 2019
2.0,255.0,441.25,2018 - 2019
2.0,255.0,0.0,2018 - 2019
2.0,255.0,100.0,2018 - 2019
2.0,255.0,0.0,2018 - 2019
2.0,255.0,300.0,2018 - 2019
2.0,255.0,728.75,2018 - 2019
2.0,255.0,1000.0,2018 - 2019
2.0,255.0,187.5,2018 - 2019
2.0,255.0,75.0,2018 - 2019
2.0,255.0,420.0,2018 - 2019
2.0,255.0,300.0,2018 - 2019
2.0,255.0,431.25,2018 - 2019
1.0,272.0,2220.0,2018 - 2019
1.0,272.0,387.5,2018 - 2019
1.0,272.0,45.0,2018 - 2019
1.0,272.0,1020.0,2018 - 2019
1.0,272.0,0.0,2018 - 2019
1.0,272.0,0.0,2018 - 2019
1.0,272.0,452.5,2018 - 2019
1.0,272.0,195.0,2018 - 2019
1.0,272.0,232.5,2018 - 2019
1.0,272.0,85.0,2018 - 2019
1.0,272.0,892.5,2018 - 2019
1.0,272.0,1080.0,2018 - 2019
1.0,272.0,1277.5,2018 - 2019
1.0,272.0,100.0,2018 - 2019
1.0,272.0,566.25,2018 - 2019
1.0,272.0,142.5,2018 - 2019
1.0,272.0,1625.0,2018 - 2019
1.0,272.0,545.0,2018 - 2019
1.0,272.0,1025.0,2018 - 2019
1.0,272.0,420.0,2018 - 2019
1.0,272.0,345.0,2018 - 2019
1.0,272.0,0.0,2018 - 2019
1.0,272.0,690.0,2018 - 2019
1.0,272.0,285.0,2018 - 2019
1.0,272.0,75.0,2018 - 2019
1.0,272.0,45.0,2018 - 2019
1.0,272.0,795.0,2018 - 2019
1.0,272.0,708.75,2018 - 2019
1.0,272.0,855.0,2018 - 2019
1.0,272.0,0.0,2018 - 2019
1.0,272.0,150.0,2018 - 2019
1.0,272.0,0.0,2018 - 2019
1.0,272.0,865.0,2018 - 2019
1.0,272.0,370.0,2018 - 2019
1.0,272.0,108.75,2018 - 2019
1.0,272.0,1627.5,2018 - 2019
1.0,272.0,15.0,2018 - 2019
1.0,272.0,907.5,2018 - 2019
1.0,272.0,660.0,2018 - 2019
1.0,272.0,325.0,2018 - 2019
1.0,272.0,525.0,2018 - 2019
1.0,272.0,146.25,2018 - 2019
1.0,272.0,540.0,2018 - 2019
1.0,272.0,7271.25,2018 - 2019
1.0,272.0,762.5,2018 - 2019
1.0,272.0,1695.0,2018 - 2019
1.0,272.0,2205.0,2018 - 2019
2.0,279.0,330.0,2018 - 2019
2.0,279.0,390.0,2018 - 2019
2.0,279.0,775.0,2018 - 2019
2.0,279.0,870.0,2018 - 2019
2.0,279.0,2527.5,2018 - 2019
2.0,279.0,877.5,2018 - 2019
2.0,279.0,286.25,2018 - 2019
2.0,279.0,540.0,2018 - 2019
2.0,279.0,300.0,2018 - 2019
2.0,279.0,600.0,2018 - 2019
2.0,279.0,360.0,2018 - 2019
2.0,279.0,23.75,2018 - 2019
2.0,279.0,270.0,2018 - 2019
2.0,279.0,255.0,2018 - 2019
2.0,279.0,30.0,2018 - 2019
2.0,279.0,352.5,2018 - 2019
2.0,279.0,495.0,2018 - 2019
2.0,279.0,965.0,2018 - 2019
2.0,279.0,1230.0,2018 - 2019
2.0,279.0,3273.75,2018 - 2019
2.0,279.0,1740.0,2018 - 2019
2.0,279.0,0.0,2018 - 2019
2.0,279.0,37.5,2018 - 2019
2.0,279.0,232.5,2018 - 2019
2.0,279.0,45.0,2018 - 2019
2.0,279.0,442.5,2018 - 2019
2.0,279.0,255.0,2018 - 2019
1.0,280.0,123.75,2018 - 2019
1.0,280.0,412.5,2018 - 2019
1.0,280.0,840.0,2018 - 2019
1.0,280.0,2345.0,2018 - 2019
1.0,280.0,225.0,2018 - 2019
1.0,280.0,157.5,2018 - 2019
1.0,280.0,335.0,2018 - 2019
1.0,280.0,447.5,2018 - 2019
1.0,280.0,477.5,2018 - 2019
1.0,280.0,180.0,2018 - 2019
1.0,280.0,135.0,2018 - 2019
1.0,280.0,770.0,2018 - 2019
1.0,280.0,735.0,2018 - 2019
1.0,280.0,677.5,2018 - 2019
1.0,280.0,690.0,2018 - 2019
1.0,280.0,453.75,2018 - 2019
1.0,280.0,311.25,2018 - 2019
1.0,280.0,375.0,2018 - 2019
1.0,280.0,362.5,2018 - 2019
1.0,280.0,1331.25,2018 - 2019
1.0,280.0,1260.0,2018 - 2019
1.0,280.0,1080.0,2018 - 2019
1.0,280.0,615.0,2018 - 2019
1.0,280.0,235.0,2018 - 2019
1.0,280.0,0.0,2018 - 2019
1.0,280.0,0.0,2018 - 2019
1.0,280.0,725.0,2018 - 2019
1.0,280.0,195.0,2018 - 2019
1.0,280.0,210.0,2018 - 2019
1.0,280.0,290.0,2018 - 2019
1.0,280.0,490.0,2018 - 2019
1.0,280.0,502.5,2018 - 2019
1.0,280.0,105.0,2018 - 2019
1.0,280.0,420.0,2018 - 2019
1.0,280.0,660.0,2018 - 2019
1.0,280.0,176.25,2018 - 2019
1.0,293.0,1021.25,2018 - 2019
1.0,293.0,105.0,2018 - 2019
1.0,293.0,135.0,2018 - 2019
1.0,293.0,0.0,2018 - 2019
1.0,293.0,472.5,2018 - 2019
1.0,293.0,835.0,2018 - 2019
1.0,293.0,1020.0,2018 - 2019
1.0,293.0,240.0,2018 - 2019
1.0,293.0,30.0,2018 - 2019
1.0,293.0,247.5,2018 - 2019
1.0,293.0,260.0,2018 - 2019
1.0,293.0,600.0,2018 - 2019
1.0,293.0,0.0,2018 - 2019
1.0,293.0,0.0,2018 - 2019
1.0,293.0,0.0,2018 - 2019
1.0,293.0,105.0,2018 - 2019
1.0,293.0,315.0,2018 - 2019
1.0,293.0,97.5,2018 - 2019
1.0,293.0,1012.5,2018 - 2019
1.0,293.0,75.0,2018 - 2019
1.0,293.0,477.5,2018 - 2019
1.0,293.0,480.0,2018 - 2019
1.0,293.0,412.5,2018 - 2019
1.0,293.0,465.0,2018 - 2019
1.0,293.0,110.0,2018 - 2019
1.0,293.0,1628.5,2018 - 2019
1.0,293.0,125.0,2018 - 2019
1.0,293.0,1371.25,2018 - 2019
1.0,293.0,907.5,2018 - 2019
1.0,293.0,345.0,2018 - 2019
1.0,59.0,1530.0,2018 - 2019
1.0,59.0,360.0,2018 - 2019
1.0,59.0,490.0,2018 - 2019
1.0,59.0,0.0,2018 - 2019
1.0,59.0,300.0,2018 - 2019
1.0,59.0,295.0,2018 - 2019
1.0,59.0,1110.0,2018 - 2019
1.0,59.0,480.0,2018 - 2019
1.0,59.0,667.5,2018 - 2019
1.0,59.0,615.0,2018 - 2019
1.0,59.0,435.0,2018 - 2019
1.0,59.0,427.5,2018 - 2019
1.0,59.0,280.0,2018 - 2019
1.0,59.0,67.5,2018 - 2019
1.0,59.0,300.0,2018 - 2019
1.0,59.0,795.0,2018 - 2019
1.0,59.0,600.0,2018 - 2019
1.0,59.0,420.0,2018 - 2019
1.0,59.0,260.0,2018 - 2019
1.0,59.0,180.0,2018 - 2019
1.0,59.0,300.0,2018 - 2019
1.0,59.0,517.5,2018 - 2019
1.0,59.0,112.5,2018 - 2019
1.0,59.0,2040.0,2018 - 2019
1.0,59.0,540.0,2018 - 2019
1.0,59.0,630.0,2018 - 2019
1.0,59.0,890.0,2018 - 2019
2.0,8.0,300.0,2018 - 2019
2.0,8.0,180.0,2018 - 2019
2.0,8.0,180.0,2018 - 2019
2.0,8.0,3610.0,2018 - 2019
2.0,8.0,0.0,2018 - 2019
2.0,8.0,315.0,2018 - 2019
2.0,8.0,180.0,2018 - 2019
2.0,8.0,727.5,2018 - 2019
2.0,8.0,0.0,2018 - 2019
2.0,8.0,127.5,2018 - 2019
2.0,8.0,25.0,2018 - 2019
2.0,8.0,1190.0,2018 - 2019
2.0,8.0,2250.0,2018 - 2019
2.0,8.0,595.0,2018 - 2019
2.0,8.0,640.0,2018 - 2019
2.0,8.0,15.0,2018 - 2019
2.0,8.0,120.0,2018 - 2019
2.0,8.0,0.0,2018 - 2019
2.0,8.0,0.0,2018 - 2019
2.0,8.0,690.0,2018 - 2019
2.0,8.0,320.0,2018 - 2019
2.0,8.0,112.5,2018 - 2019
2.0,8.0,30.0,2018 - 2019
2.0,8.0,390.0,2018 - 2019
2.0,8.0,30.0,2018 - 2019
2.0,8.0,15.0,2018 - 2019
2.0,8.0,18.75,2018 - 2019
2.0,8.0,0.0,2018 - 2019
2.0,8.0,45.0,2018 - 2019
2.0,9.0,0.0,2018 - 2019
2.0,9.0,250.0,2018 - 2019
2.0,9.0,127.5,2018 - 2019
2.0,9.0,95.0,2018 - 2019
2.0,9.0,323.0,2018 - 2019
2.0,9.0,0.0,2018 - 2019
2.0,9.0,20.0,2018 - 2019
2.0,9.0,140.0,2018 - 2019
2.0,9.0,0.0,2018 - 2019
2.0,9.0,280.0,2018 - 2019
2.0,9.0,37.5,2018 - 2019
2.0,9.0,891.25,2018 - 2019
2.0,9.0,315.0,2018 - 2019
2.0,9.0,912.5,2018 - 2019
2.0,9.0,902.5,2018 - 2019
2.0,9.0,150.0,2018 - 2019
2.0,9.0,456.0,2018 - 2019
2.0,9.0,430.5,2018 - 2019
2.0,9.0,1080.0,2018 - 2019
2.0,9.0,45.0,2018 - 2019
2.0,9.0,1335.0,2018 - 2019
2.0,9.0,558.75,2018 - 2019
2.0,9.0,0.0,2018 - 2019
2.0,9.0,777.5,2018 - 2019
2.0,9.0,675.0,2018 - 2019
2.0,9.0,820.0,2018 - 2019
2.0,9.0,0.0,2018 - 2019
2.0,9.0,712.5,2018 - 2019
2.0,9.0,758.75,2018 - 2019
2.0,9.0,0.0,2018 - 2019
2.0,9.0,711.25,2018 - 2019
2.0,9.0,900.0,2018 - 2019
2.0,9.0,255.0,2018 - 2019
2.0,9.0,135.0,2018 - 2019
2.0,9.0,340.0,2018 - 2019
2.0,9.0,50.0,2018 - 2019
2.0,9.0,232.5,2018 - 2019
2.0,9.0,60.0,2018 - 2019
2.0,17.0,1260.0,2018 - 2019
2.0,17.0,180.0,2018 - 2019
2.0,17.0,105.0,2018 - 2019
2.0,17.0,270.0,2018 - 2019
2.0,17.0,690.0,2018 - 2019
2.0,17.0,22.5,2018 - 2019
2.0,17.0,1437.5,2018 - 2019
2.0,17.0,390.0,2018 - 2019
2.0,17.0,330.0,2018 - 2019
2.0,17.0,202.5,2018 - 2019
2.0,17.0,300.0,2018 - 2019
2.0,17.0,36.75,2018 - 2019
2.0,17.0,36.25,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,17.0,180.0,2018 - 2019
2.0,17.0,225.0,2018 - 2019
2.0,17.0,330.0,2018 - 2019
2.0,17.0,52.5,2018 - 2019
2.0,17.0,101.25,2018 - 2019
2.0,17.0,157.5,2018 - 2019
2.0,17.0,138.75,2018 - 2019
2.0,17.0,2325.0,2018 - 2019
2.0,17.0,300.0,2018 - 2019
2.0,17.0,30.0,2018 - 2019
2.0,17.0,328.75,2018 - 2019
2.0,17.0,52.5,2018 - 2019
2.0,17.0,770.0,2018 - 2019
2.0,17.0,30.0,2018 - 2019
2.0,17.0,120.0,2018 - 2019
2.0,17.0,442.5,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,17.0,150.0,2018 - 2019
2.0,17.0,160.0,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,17.0,1020.0,2018 - 2019
2.0,17.0,1015.0,2018 - 2019
2.0,17.0,720.0,2018 - 2019
2.0,17.0,439.25,2018 - 2019
2.0,17.0,0.0,2018 - 2019
2.0,30.0,922.5,2018 - 2019
2.0,30.0,960.0,2018 - 2019
2.0,30.0,485.0,2018 - 2019
2.0,30.0,2610.0,2018 - 2019
2.0,30.0,157.5,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,30.0,2018 - 2019
2.0,30.0,180.0,2018 - 2019
2.0,30.0,180.0,2018 - 2019
2.0,30.0,312.5,2018 - 2019
2.0,30.0,730.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,37.5,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,438.75,2018 - 2019
2.0,30.0,135.0,2018 - 2019
2.0,30.0,1605.0,2018 - 2019
2.0,30.0,2327.5,2018 - 2019
2.0,30.0,2040.0,2018 - 2019
2.0,30.0,2467.5,2018 - 2019
2.0,30.0,923.75,2018 - 2019
2.0,30.0,691.25,2018 - 2019
2.0,30.0,435.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,300.0,2018 - 2019
2.0,30.0,5100.0,2018 - 2019
2.0,30.0,183.0,2018 - 2019
2.0,30.0,745.0,2018 - 2019
2.0,30.0,360.0,2018 - 2019
2.0,30.0,30.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,60.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,3970.0,2018 - 2019
2.0,30.0,805.25,2018 - 2019
2.0,30.0,225.0,2018 - 2019
2.0,30.0,140.0,2018 - 2019
2.0,30.0,180.0,2018 - 2019
2.0,30.0,110.0,2018 - 2019
2.0,30.0,600.0,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,30.0,740.0,2018 - 2019
2.0,30.0,75.0,2018 - 2019
2.0,30.0,1132.5,2018 - 2019
2.0,30.0,852.5,2018 - 2019
2.0,30.0,1477.5,2018 - 2019
2.0,30.0,585.0,2018 - 2019
2.0,30.0,210.0,2018 - 2019
2.0,30.0,1290.0,2018 - 2019
2.0,30.0,1095.0,2018 - 2019
2.0,30.0,312.5,2018 - 2019
2.0,30.0,0.0,2018 - 2019
2.0,35.0,0.0,2018 - 2019
2.0,35.0,0.0,2018 - 2019
2.0,35.0,1260.0,2018 - 2019
2.0,35.0,1680.0,2018 - 2019
2.0,35.0,50.0,2018 - 2019
2.0,35.0,1440.0,2018 - 2019
2.0,35.0,2850.0,2018 - 2019
2.0,35.0,162.5,2018 - 2019
2.0,35.0,1453.25,2018 - 2019
2.0,35.0,1305.0,2018 - 2019
2.0,35.0,345.0,2018 - 2019
2.0,35.0,340.0,2018 - 2019
2.0,35.0,1105.0,2018 - 2019
2.0,35.0,210.0,2018 - 2019
2.0,35.0,480.0,2018 - 2019
2.0,35.0,840.0,2018 - 2019
2.0,35.0,780.0,2018 - 2019
2.0,35.0,345.0,2018 - 2019
2.0,35.0,550.25,2018 - 2019
2.0,35.0,270.0,2018 - 2019
2.0,35.0,317.5,2018 - 2019
2.0,35.0,1350.0,2018 - 2019
2.0,35.0,810.0,2018 - 2019
2.0,35.0,1335.0,2018 - 2019
2.0,35.0,517.5,2018 - 2019
2.0,35.0,580.0,2018 - 2019
2.0,35.0,292.5,2018 - 2019
2.0,35.0,195.0,2018 - 2019
2.0,35.0,240.0,2018 - 2019
2.0,35.0,6619.0,2018 - 2019
2.0,35.0,310.0,2018 - 2019
2.0,35.0,187.5,2018 - 2019
2.0,35.0,0.0,2018 - 2019
2.0,35.0,285.0,2018 - 2019
2.0,35.0,87.5,2018 - 2019
2.0,35.0,600.0,2018 - 2019
2.0,35.0,600.0,2018 - 2019
2.0,35.0,251.25,2018 - 2019
2.0,35.0,420.0,2018 - 2019
2.0,35.0,900.0,2018 - 2019
2.0,35.0,0.0,2018 - 2019
2.0,35.0,120.0,2018 - 2019
2.0,35.0,150.0,2018 - 2019
2.0,35.0,207.5,2018 - 2019
2.0,35.0,250.0,2018 - 2019
2.0,35.0,652.5,2018 - 2019
2.0,35.0,65.0,2018 - 2019
2.0,35.0,285.0,2018 - 2019
2.0,35.0,342.5,2018 - 2019
2.0,35.0,0.0,2018 - 2019
1.0,44.0,637.5,2018 - 2019
1.0,44.0,5.0,2018 - 2019
1.0,44.0,1890.0,2018 - 2019
1.0,44.0,1765.0,2018 - 2019
1.0,44.0,780.0,2018 - 2019
1.0,44.0,1020.0,2018 - 2019
1.0,44.0,1402.5,2018 - 2019
1.0,44.0,45.0,2018 - 2019
1.0,44.0,198.75,2018 - 2019
1.0,44.0,245.0,2018 - 2019
1.0,44.0,105.0,2018 - 2019
1.0,44.0,48.75,2018 - 2019
1.0,44.0,0.0,2018 - 2019
1.0,44.0,132.5,2018 - 2019
1.0,44.0,1005.0,2018 - 2019
1.0,44.0,0.0,2018 - 2019
1.0,44.0,420.0,2018 - 2019
1.0,44.0,630.0,2018 - 2019
1.0,44.0,1320.0,2018 - 2019
1.0,44.0,695.0,2018 - 2019
1.0,44.0,943.75,2018 - 2019
1.0,44.0,0.0,2018 - 2019
1.0,44.0,720.0,2018 - 2019
1.0,44.0,255.0,2018 - 2019
1.0,44.0,90.0,2018 - 2019
1.0,44.0,150.0,2018 - 2019
1.0,44.0,420.0,2018 - 2019
1.0,44.0,975.0,2018 - 2019
1.0,44.0,405.0,2018 - 2019
1.0,44.0,450.0,2018 - 2019
1.0,44.0,495.0,2018 - 2019
1.0,44.0,2415.0,2018 - 2019
1.0,44.0,480.0,2018 - 2019
1.0,44.0,0.0,2018 - 2019
1.0,44.0,330.0,2018 - 2019
1.0,44.0,33.75,2018 - 2019
1.0,44.0,900.0,2018 - 2019
1.0,44.0,412.5,2018 - 2019
1.0,44.0,330.0,2018 - 2019
1.0,44.0,333.75,2018 - 2019
1.0,44.0,390.0,2018 - 2019
1.0,44.0,295.0,2018 - 2019
1.0,44.0,1500.0,2018 - 2019
1.0,44.0,165.0,2018 - 2019
1.0,44.0,350.0,2018 - 2019
1.0,44.0,167.5,2018 - 2019
1.0,44.0,180.0,2018 - 2019
2.0,68.0,600.0,2018 - 2019
2.0,68.0,320.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,780.0,2018 - 2019
2.0,68.0,65.0,2018 - 2019
2.0,68.0,480.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,400.0,2018 - 2019
2.0,68.0,682.5,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,525.0,2018 - 2019
2.0,68.0,710.0,2018 - 2019
2.0,68.0,210.0,2018 - 2019
2.0,68.0,995.0,2018 - 2019
2.0,68.0,145.0,2018 - 2019
2.0,68.0,660.0,2018 - 2019
2.0,68.0,300.0,2018 - 2019
2.0,68.0,195.0,2018 - 2019
2.0,68.0,30.0,2018 - 2019
2.0,68.0,120.0,2018 - 2019
2.0,68.0,420.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,375.0,2018 - 2019
