serial,year,Age9,Gend3,Eth7,Disab2_POP,Educ6,NSSEC5,IMD10,WorkStat8,Child4,HHLiv9,Motiva_POP,motivd_POP
220990055007942.0,2021/22,5,1,0,0,2,1,4,3,0,5,1,2
220990055008691.0,2021/22,3,1,2,1,0,0,7,0,0,0,1,4
220990055008692.0,2021/22,3,0,2,1,0,1,7,0,0,3,1,4
220990055009681.0,2021/22,4,0,2,1,2,1,7,1,0,5,1,2
220990055011071.0,2021/22,1,0,1,1,0,0,3,0,0,3,0,4
220990055011072.0,2021/22,0,1,0,1,0,0,3,1,0,3,1,2
220990055012221.0,2021/22,1,1,6,0,0,0,2,1,0,7,2,3
220990055012222.0,2021/22,3,1,6,0,0,0,2,4,0,5,1,2
220990055012631.0,2021/22,5,0,0,1,2,0,2,0,0,0,2,2
220990055013471.0,2021/22,5,0,0,1,2,2,2,0,0,5,1,3
220990055013541.0,2021/22,1,0,0,1,0,0,5,0,0,7,0,0
220990055013542.0,2021/22,4,1,1,0,1,1,5,1,0,0,0,2
220990055013701.0,2021/22,7,1,0,0,4,4,5,3,0,0,2,2
220990055013961.0,2021/22,2,0,0,1,0,0,3,0,0,3,1,4
220990055013962.0,2021/22,1,1,1,1,0,3,3,6,0,3,1,1
220990055015372.0,2021/22,1,1,2,1,0,1,2,1,3,6,1,4
220990055015781.0,2021/22,0,0,2,1,0,0,2,0,0,7,3,4
220990055017011.0,2021/22,2,0,1,1,0,0,4,4,1,4,1,4
220990055017431.0,2021/22,0,0,0,1,0,1,4,6,0,1,0,1
220990055017432.0,2021/22,1,0,1,1,0,0,4,0,0,1,0,3
220990055017681.0,2021/22,2,0,0,1,0,0,3,0,0,0,0,3
220990065024501.0,2021/22,6,0,0,1,0,4,8,1,0,3,0,4
220990065024502.0,2021/22,4,1,0,1,2,1,8,1,0,3,1,3
220990065024761.0,2021/22,2,0,0,1,1,0,7,0,1,4,1,2
220990065024922.0,2021/22,3,1,0,1,1,0,5,1,1,2,0,4
220990065025001.0,2021/22,3,1,0,1,2,0,6,3,0,0,1,3
220990065025261.0,2021/22,4,0,0,1,2,1,7,0,0,5,1,3
220990065027991.0,2021/22,5,0,0,1,2,1,6,3,0,5,1,2
220990065028231.0,2021/22,2,1,0,1,0,0,6,1,2,4,2,4
220990065028491.0,2021/22,2,0,0,1,0,0,6,0,0,0,0,4
220990065028721.0,2021/22,5,1,0,1,0,0,8,3,0,3,1,2
220990065028722.0,2021/22,5,0,0,1,1,0,8,3,0,3,1,3
220990065029141.0,2021/22,4,0,0,1,1,0,9,0,0,3,1,3
220990065029551.0,2021/22,6,1,0,1,2,4,9,3,0,0,1,4
220990065029631.0,2021/22,3,1,0,1,0,0,7,0,0,0,3,3
220990065029971.0,2021/22,5,1,0,1,0,0,8,3,0,3,1,3
220990065029972.0,2021/22,5,0,0,1,1,0,8,1,0,3,1,3
220990065030782.0,2021/22,6,1,0,0,2,4,4,3,0,0,1,3
220990065031931.0,2021/22,4,0,0,1,0,0,8,0,0,5,0,4
220990065032011.0,2021/22,6,1,0,1,2,4,7,3,0,0,2,3
220990065032271.0,2021/22,2,0,5,1,5,0,8,0,0,3,0,2
220990065032272.0,2021/22,3,1,0,1,0,0,8,0,0,3,0,3
220990065033001.0,2021/22,4,1,0,1,1,1,8,4,0,3,0,4
220990065033261.0,2021/22,4,1,0,1,2,1,8,1,0,5,2,3
220990065033341.0,2021/22,3,1,0,1,1,0,8,0,1,4,0,4
220990065033342.0,2021/22,4,0,0,1,0,0,8,0,1,4,2,2
220990065034251.0,2021/22,5,1,0,1,0,1,4,3,0,3,0,3
220990065034252.0,2021/22,5,0,1,1,0,0,4,3,0,3,3,3
220990065034581.0,2021/22,1,1,0,1,0,0,4,0,0,0,0,3
220990065035081.0,2021/22,1,0,0,1,0,0,4,0,0,0,1,3
220990065035161.0,2021/22,7,0,0,0,0,4,4,3,0,0,0,4
220990075036221.0,2021/22,4,1,0,1,2,1,2,0,0,0,1,3
220990075037621.0,2021/22,2,0,1,1,0,0,1,0,0,3,1,4
220990075039111.0,2021/22,4,1,1,1,0,0,7,4,0,0,0,4
220990075039112.0,2021/22,4,0,1,1,0,0,7,0,0,3,0,4
220990075039941.0,2021/22,3,1,1,1,0,0,8,4,2,4,1,3
220990075040181.0,2021/22,1,1,5,1,0,0,1,0,0,3,3,1
220990075040671.0,2021/22,3,1,1,1,0,0,6,0,2,4,0,4
220990075040672.0,2021/22,3,0,1,1,0,0,6,0,2,4,0,4
220990075041741.0,2021/22,2,1,4,1,0,0,7,1,0,3,1,3
220990075041902.0,2021/22,3,1,6,0,0,0,6,7,0,5,1,3
220990075042082.0,2021/22,0,0,0,1,2,3,9,6,0,7,2,2
220990075042652.0,2021/22,4,0,1,1,0,0,5,0,0,0,1,4
220990075043071.0,2021/22,4,0,0,1,0,0,8,1,0,3,1,3
220990075043072.0,2021/22,4,0,0,1,0,0,8,1,0,3,1,4
220990075043491.0,2021/22,4,1,1,1,0,0,6,0,0,0,1,4
220990075044892.0,2021/22,5,1,3,1,1,0,5,0,0,0,1,3
220990075045131.0,2021/22,2,1,5,1,0,0,4,0,0,0,0,4
220990075045392.0,2021/22,4,1,3,1,0,0,3,0,0,0,3,2
220990075045471.0,2021/22,4,1,5,1,1,1,5,0,0,0,1,3
220990075046531.0,2021/22,1,1,2,1,0,0,2,1,0,0,0,2
220990075047371.0,2021/22,3,1,1,1,0,0,8,0,0,3,1,3
220990075047372.0,2021/22,4,0,1,1,2,0,8,0,0,0,1,3
220990075047521.0,2021/22,1,1,0,1,0,0,8,0,0,1,0,4
220990075050071.0,2021/22,1,1,0,1,0,0,4,0,0,1,2,3
220990075051301.0,2021/22,6,1,0,1,0,4,6,3,0,0,1,4
220990075051631.0,2021/22,0,0,4,1,0,3,5,6,0,1,0,0
220990075051632.0,2021/22,0,1,4,1,0,3,5,6,0,1,0,1
220990085055681.0,2021/22,3,0,0,1,0,0,5,1,0,3,2,1
220990085056421.0,2021/22,3,0,2,1,0,0,4,0,1,4,0,3
220990085056831.0,2021/22,4,1,0,0,1,1,5,3,0,3,4,2
220990085056832.0,2021/22,4,0,0,0,0,0,5,3,0,0,1,3
220990085056912.0,2021/22,2,1,1,1,0,0,4,0,0,0,0,3
220990085057331.0,2021/22,5,1,0,0,1,0,7,3,0,0,3,1
220990085057661.0,2021/22,6,1,0,0,2,4,6,3,0,0,3,3
220990085059071.0,2021/22,3,0,1,0,1,1,4,0,1,2,2,3
220990085059231.0,2021/22,2,0,0,1,0,0,6,0,0,0,0,3
220990085059312.0,2021/22,5,0,0,1,0,0,6,3,0,3,1,2
220990085060121.0,2021/22,2,0,1,1,4,1,8,0,1,4,1,3
220990085060122.0,2021/22,0,1,1,1,5,3,8,6,1,7,0,3
220990085060791.0,2021/22,4,1,0,0,1,0,7,0,0,2,2,3
220990085061941.0,2021/22,2,1,1,1,0,0,4,0,2,4,1,4
220990085061942.0,2021/22,2,0,0,1,1,0,4,0,2,4,2,3
220990085063011.0,2021/22,5,0,0,0,2,2,3,3,0,0,1,2
220990085063921.0,2021/22,5,1,0,1,2,0,3,0,0,0,1,2
220990085065091.0,2021/22,2,1,0,1,0,0,2,0,0,0,0,4
220990085065411.0,2021/22,4,0,0,1,2,1,3,1,0,3,1,2
220990085065821.0,2021/22,4,1,1,1,0,0,1,0,0,3,4,4
220990085065822.0,2021/22,4,0,0,0,0,0,1,0,0,3,1,3
220990095066801.0,2021/22,4,1,1,1,0,0,4,0,0,0,2,2
220990095067301.0,2021/22,3,0,2,1,0,0,3,0,1,8,2,2
220990095068052.0,2021/22,3,1,2,1,4,0,5,1,0,5,2,2
220990095068961.0,2021/22,3,0,2,0,0,0,1,5,1,4,1,3
220990095071181.0,2021/22,2,0,2,1,0,0,4,1,1,4,1,2
220990095071751.0,2021/22,3,1,2,1,0,0,1,0,0,3,0,3
220990095072661.0,2021/22,1,1,5,1,0,0,1,0,0,0,0,3
220990095072901.0,2021/22,3,1,3,1,0,1,6,1,0,2,1,4
220990095078111.0,2021/22,4,0,0,1,0,0,2,0,0,3,2,2
220990095079511.0,2021/22,5,1,0,1,0,0,5,3,0,0,1,3
220990095079931.0,2021/22,4,1,1,1,0,0,3,7,0,3,0,4
220990095080741.0,2021/22,3,1,1,1,0,1,7,0,0,0,2,3
220990095081321.0,2021/22,4,0,1,0,1,1,3,5,0,0,4,4
220990095082152.0,2021/22,4,0,0,1,0,0,2,3,1,4,1,4
220990095082231.0,2021/22,1,1,0,0,0,0,6,0,0,3,1,2
220990095083551.0,2021/22,2,0,2,1,0,0,4,0,1,4,1,3
220990095083552.0,2021/22,1,1,2,1,0,0,4,4,1,4,2,3
220990095085611.0,2021/22,2,1,0,1,0,0,1,1,2,4,2,4
220990095085612.0,2021/22,2,0,0,1,0,0,1,0,2,4,1,2
220990095086601.0,2021/22,0,1,2,1,1,3,8,6,1,8,1,3
220990105087411.0,2021/22,5,0,0,1,0,0,2,0,0,3,0,4
220990105087412.0,2021/22,4,1,0,0,0,0,2,1,0,3,4,3
220990105087581.0,2021/22,4,0,0,1,0,0,3,3,0,5,0,4
220990105087582.0,2021/22,5,1,0,0,0,0,3,1,0,5,3,4
220990105088161.0,2021/22,5,1,0,1,0,1,4,3,0,0,3,3
220990105088811.0,2021/22,1,0,0,1,1,1,5,0,1,4,2,4
220990105088812.0,2021/22,1,1,0,1,0,1,5,4,1,4,1,4
220990105088991.0,2021/22,5,0,0,0,4,1,7,3,0,3,2,2
220990105088992.0,2021/22,5,1,0,0,1,1,7,5,0,3,3,3
220990105090381.0,2021/22,5,0,0,1,5,1,6,3,0,3,1,1
220990105090951.0,2021/22,4,0,0,1,0,0,5,3,0,0,1,4
220990105091371.0,2021/22,5,1,0,0,0,0,6,3,0,0,0,3
220990105091521.0,2021/22,0,1,0,0,0,0,8,3,0,1,4,4
220990105092511.0,2021/22,5,0,6,0,0,0,1,3,0,0,3,3
220990105096321.0,2021/22,6,0,0,0,4,4,5,3,0,3,3,3
220990105096322.0,2021/22,5,1,0,1,1,0,5,3,0,3,2,2
220990105097721.0,2021/22,4,1,0,1,0,0,2,0,0,0,0,3
220990105097801.0,2021/22,3,1,3,1,1,1,0,0,0,0,1,4
220990105100101.0,2021/22,5,0,0,1,1,1,7,3,0,3,1,4
220990105100102.0,2021/22,5,1,0,0,2,2,7,3,0,3,3,2
220990105101761.0,2021/22,4,0,2,1,2,2,3,0,1,4,2,1
220990105101762.0,2021/22,3,1,2,1,2,0,3,0,1,4,1,2
220990105103901.0,2021/22,5,0,0,0,0,0,2,3,1,6,3,3
220990105105641.0,2021/22,3,1,1,1,0,0,8,0,0,3,1,4
220990105105642.0,2021/22,4,0,1,1,5,1,8,0,0,3,1,3
220990105106301.0,2021/22,4,1,0,1,1,0,9,3,0,3,0,2
220990105106302.0,2021/22,5,0,0,1,0,0,9,1,0,3,0,4
220990115107461.0,2021/22,4,0,3,1,0,0,2,0,0,0,0,4
220990115109441.0,2021/22,2,1,1,1,0,0,1,0,0,3,0,4
220990115109442.0,2021/22,4,0,0,1,0,0,1,3,0,3,0,3
220990115109771.0,2021/22,3,0,0,0,0,0,4,1,0,3,3,2
220990115109772.0,2021/22,3,1,1,1,0,0,4,1,0,3,0,4
220990115110091.0,2021/22,1,0,2,1,0,0,3,0,0,3,0,4
220990115110092.0,2021/22,1,1,2,1,0,0,3,2,0,3,0,3
220990115110251.0,2021/22,1,1,0,1,0,0,4,0,0,3,3,3
220990115110821.0,2021/22,3,0,0,1,0,0,1,0,0,0,0,2
220990115111401.0,2021/22,1,1,6,1,0,0,3,1,3,4,0,3
220990115111571.0,2021/22,3,1,4,1,0,0,4,2,0,0,1,3
220990115111811.0,2021/22,2,1,0,1,0,0,5,0,0,3,1,2
220990115112071.0,2021/22,1,0,0,0,1,1,5,0,0,8,0,4
220990115112072.0,2021/22,1,1,0,1,1,0,5,0,0,8,1,3
220990115112152.0,2021/22,2,1,0,1,0,0,7,0,0,8,1,3
220990115112561.0,2021/22,2,1,3,1,0,0,5,0,3,4,0,3
220990115113061.0,2021/22,0,1,0,1,0,1,6,1,0,1,2,4
220990115113062.0,2021/22,0,0,0,1,1,0,6,0,0,1,3,4
220990115114881.0,2021/22,2,0,4,1,0,0,5,0,2,4,1,2
220990115116371.0,2021/22,4,0,0,1,0,0,2,0,0,2,0,2
220990115116451.0,2021/22,1,0,3,1,0,0,3,0,1,4,0,4
220990115116862.0,2021/22,4,0,5,0,0,3,2,5,0,0,2,2
220990115117691.0,2021/22,4,1,0,0,0,0,3,0,0,0,1,4
220990115118921.0,2021/22,1,1,3,1,0,0,4,0,0,7,2,0
220990115118922.0,2021/22,1,0,3,0,1,1,4,1,0,7,1,0
220990115120981.0,2021/22,1,0,0,1,0,0,5,0,0,1,1,3
220990115122051.0,2021/22,4,0,0,1,3,2,1,0,1,2,2,3
220990115122052.0,2021/22,3,1,6,1,0,0,1,1,1,2,1,3
220990115122621.0,2021/22,3,0,1,1,0,0,2,0,0,3,2,2
220990125123522.0,2021/22,0,1,1,1,0,0,0,2,0,1,2,4
220990125124021.0,2021/22,1,1,1,1,0,0,1,0,0,3,0,3
220990125124281.0,2021/22,0,1,0,1,0,0,2,0,0,1,1,3
220990125124282.0,2021/22,0,1,0,1,0,0,2,0,0,1,2,2
220990125124511.0,2021/22,2,0,0,1,2,0,3,0,0,1,1,2
220990125124512.0,2021/22,2,0,0,0,0,2,3,0,0,0,2,2
220990125126671.0,2021/22,4,1,1,1,0,0,2,0,0,5,3,2
220990125126672.0,2021/22,4,1,0,1,0,0,2,0,0,5,3,2
220990125127171.0,2021/22,3,0,1,1,0,0,1,0,0,3,2,3
220990125127821.0,2021/22,3,0,0,1,0,0,3,1,0,3,1,2
220990125127822.0,2021/22,3,0,1,1,0,0,3,1,0,3,2,3
220990125128081.0,2021/22,1,1,5,1,0,0,2,0,2,4,1,4
220990125128241.0,2021/22,3,0,1,0,0,0,2,0,0,0,0,4
220990125128321.0,2021/22,1,0,1,1,0,0,1,0,0,0,0,3
220990125128401.0,2021/22,4,1,3,0,2,0,3,3,0,0,1,2
220990125128571.0,2021/22,1,1,0,1,0,0,2,0,0,3,1,3
220990125128811.0,2021/22,5,1,0,1,0,0,2,1,0,5,2,3
220990125128813.0,2021/22,5,0,0,1,0,0,2,1,0,5,1,2
220990125130122.0,2021/22,1,0,0,0,0,0,1,0,0,1,3,1
220990125130611.0,2021/22,2,1,0,1,0,1,0,0,0,1,3,4
220990125130871.0,2021/22,1,0,0,1,0,0,2,0,0,7,0,2
220990125130872.0,2021/22,5,1,0,1,0,0,2,3,0,5,1,4
220990125131032.0,2021/22,5,0,0,1,0,0,2,3,0,5,0,3
220990125131601.0,2021/22,2,0,0,1,0,0,1,0,0,3,1,4
220990125131602.0,2021/22,1,1,5,1,0,0,1,0,0,3,1,4
220990125133271.0,2021/22,3,0,0,1,0,0,1,0,0,0,0,3
220990125133501.0,2021/22,1,0,2,1,0,3,1,0,0,1,4,3
220990125135901.0,2021/22,1,0,2,1,0,0,0,0,0,0,1,3
220990125137311.0,2021/22,4,0,0,1,0,0,3,1,0,3,0,1
220990125137492.0,2021/22,4,1,5,0,0,0,3,1,0,3,0,4
220990125138061.0,2021/22,3,1,0,1,0,0,4,7,0,3,0,4
220990125138711.0,2021/22,3,1,0,1,0,0,3,0,1,2,1,3
220990135141831.0,2021/22,2,1,0,1,0,0,4,0,0,0,0,3
220990135141832.0,2021/22,2,0,0,1,0,0,4,0,0,3,1,2
220990135143731.0,2021/22,1,1,1,1,0,0,8,0,0,0,0,3
220990135143991.0,2021/22,1,1,0,1,0,0,7,7,1,4,0,3
220990135143992.0,2021/22,1,0,0,1,0,0,7,0,1,4,0,3
220990135145221.0,2021/22,6,1,0,1,5,4,7,3,0,0,0,4
220990135146621.0,2021/22,1,1,3,0,0,2,3,2,0,7,1,4
220990135147121.0,2021/22,2,1,0,1,0,0,4,0,2,4,1,3
220990135147951.0,2021/22,3,0,1,1,0,0,3,0,1,4,1,4
220990135148451.0,2021/22,5,1,0,1,0,0,2,3,0,0,1,4
220990135148521.0,2021/22,2,1,0,1,0,0,5,0,0,0,3,3
220990135148781.0,2021/22,6,0,0,0,0,4,3,1,0,0,0,2
220990135148941.0,2021/22,4,1,1,1,0,0,2,0,0,0,1,3
220990135149021.0,2021/22,0,1,0,1,0,1,4,0,0,3,0,3
220990135149022.0,2021/22,1,0,0,1,0,0,4,0,0,3,0,4
220990135149361.0,2021/22,2,0,0,1,0,0,4,0,2,4,0,3
220990135149441.0,2021/22,0,0,5,1,1,3,2,6,0,1,0,2
220990135151561.0,2021/22,1,0,0,1,0,0,1,0,0,3,1,0
220990135151562.0,2021/22,1,1,5,1,0,0,1,0,0,3,0,4
220990135151721.0,2021/22,2,1,0,0,5,2,1,5,0,0,2,2
220990135151981.0,2021/22,4,0,0,1,2,1,3,3,0,0,2,4
220990135151982.0,2021/22,3,1,0,1,0,1,3,1,0,3,1,4
220990135152141.0,2021/22,0,1,0,1,2,2,4,6,1,7,3,4
220990135152302.0,2021/22,3,1,6,1,0,1,2,1,1,2,1,4
220990135152551.0,2021/22,2,1,0,1,2,1,1,1,1,4,1,4
220990135152552.0,2021/22,3,0,0,1,1,1,1,0,1,4,1,3
220990135153392.0,2021/22,5,0,0,1,0,0,3,0,0,1,0,2
220990135153701.0,2021/22,3,1,5,1,0,0,3,4,0,3,1,4
220990135153702.0,2021/22,3,0,1,1,0,1,3,0,0,3,1,4
220990135154382.0,2021/22,2,1,1,1,0,0,1,4,1,4,0,4
220990135156021.0,2021/22,4,1,0,1,2,0,2,3,0,0,2,3
220990135156022.0,2021/22,1,1,0,1,0,0,2,0,0,0,1,3
220990135156441.0,2021/22,0,1,4,1,0,0,2,0,0,1,0,4
220990135156691.0,2021/22,5,1,0,1,0,0,7,1,0,1,0,4
220990135156692.0,2021/22,5,1,0,1,0,0,7,1,0,1,0,2
220990135156852.0,2021/22,3,1,0,1,0,1,7,1,2,4,0,4
220990135157011.0,2021/22,0,0,0,1,0,0,4,0,0,1,1,3
220990135157841.0,2021/22,1,0,1,1,0,0,6,0,0,1,0,3
220990135157842.0,2021/22,1,0,0,1,0,1,6,0,0,1,1,3
220990135157921.0,2021/22,1,0,5,1,0,0,6,0,0,1,1,3
220990135158421.0,2021/22,3,0,0,1,0,0,5,0,0,3,1,4
220990135158671.0,2021/22,2,1,0,1,0,1,4,0,0,0,3,4
220990135159741.0,2021/22,0,1,1,1,0,3,1,6,0,1,0,4
220990135159742.0,2021/22,0,1,1,1,0,3,1,6,0,1,1,4
220990145160541.0,2021/22,1,0,0,1,0,0,5,0,0,1,1,4
220990145160961.0,2021/22,2,0,1,1,0,0,6,0,1,4,1,3
220990145161041.0,2021/22,5,0,0,0,0,0,6,3,0,5,1,4
220990145162031.0,2021/22,0,0,5,0,5,3,3,6,1,7,1,4
220990145162032.0,2021/22,3,1,5,0,0,2,3,1,1,2,0,1
220990145162522.0,2021/22,5,0,0,1,2,2,3,1,0,0,1,3
220990145163021.0,2021/22,1,1,0,1,0,0,5,0,0,3,1,4
220990145163022.0,2021/22,2,0,0,1,0,0,5,0,0,3,1,4
220990145163361.0,2021/22,4,0,6,1,0,0,8,0,2,4,0,3
220990145163511.0,2021/22,5,0,1,0,0,1,5,3,0,3,4,4
220990145164011.0,2021/22,1,1,0,0,2,2,2,2,0,0,0,1
220990145164761.0,2021/22,4,1,3,0,1,1,1,5,0,0,1,1
220990145165831.0,2021/22,3,0,0,0,0,1,1,1,0,0,1,2
220990145166091.0,2021/22,2,1,0,1,2,1,0,4,1,6,1,3
220990145166092.0,2021/22,1,0,0,1,4,2,0,0,1,8,1,3
220990145166741.0,2021/22,3,1,3,0,2,2,0,2,0,2,1,3
220990145167731.0,2021/22,4,1,3,0,3,2,1,5,1,2,1,3
220990145168071.0,2021/22,2,0,0,1,0,0,1,0,0,3,1,3
220990145168151.0,2021/22,2,1,0,0,0,0,2,6,0,0,3,2
220990145169141.0,2021/22,2,1,1,1,0,1,2,0,0,0,1,3
220990145169301.0,2021/22,1,1,0,1,0,0,1,0,0,0,3,3
220990145169302.0,2021/22,1,0,0,1,0,0,1,0,0,3,0,4
220990145169711.0,2021/22,2,0,0,1,1,0,5,0,0,3,1,3
220990145169971.0,2021/22,6,0,1,1,0,4,6,0,0,3,0,3
220990155170691.0,2021/22,5,1,2,1,1,0,4,3,0,0,0,3
220990155171681.0,2021/22,4,1,1,1,0,0,3,0,0,0,0,4
220990155171922.0,2021/22,3,1,6,0,0,0,9,0,1,2,1,3
220990155172001.0,2021/22,5,0,0,1,0,0,7,3,0,0,2,4
220990155172002.0,2021/22,2,0,1,1,0,0,7,0,0,3,1,4
220990155172422.0,2021/22,3,1,0,0,0,0,4,5,0,0,4,4
220990155172831.0,2021/22,1,0,0,1,0,0,6,0,0,7,1,3
220990155173412.0,2021/22,3,1,2,1,0,1,3,0,1,2,1,2
220990155173581.0,2021/22,5,1,0,1,2,1,4,3,0,5,1,3
220990155173821.0,2021/22,4,1,3,0,0,0,5,0,0,0,1,3
220990155174811.0,2021/22,4,1,2,1,2,0,8,3,0,3,1,1
220990155176141.0,2021/22,3,0,2,1,0,0,4,0,0,5,1,3
220990155176142.0,2021/22,3,0,2,1,0,0,4,0,0,5,1,2
220990155176481.0,2021/22,2,0,2,0,0,0,4,0,3,4,3,3
220990155177211.0,2021/22,3,1,0,1,3,1,4,1,1,6,2,4
220990155178201.0,2021/22,3,1,4,1,0,0,2,0,0,5,2,3
220990155178951.0,2021/22,4,1,2,1,0,0,4,0,0,3,1,3
220990155179111.0,2021/22,1,1,5,1,1,0,2,4,2,2,1,4
220990155180831.0,2021/22,5,0,0,1,0,0,9,3,0,5,0,3
220990155181331.0,2021/22,2,0,3,1,0,0,6,0,2,4,2,3
220990155182321.0,2021/22,2,1,2,1,0,0,8,4,2,4,0,3
220990155182322.0,2021/22,2,0,2,1,0,0,8,0,2,4,0,3
220990155182401.0,2021/22,3,1,2,1,0,0,7,0,0,5,0,4
220990155183721.0,2021/22,3,0,2,1,0,0,8,0,3,8,0,3
220990155183722.0,2021/22,2,1,2,1,0,1,8,0,3,8,2,2
220990155184141.0,2021/22,3,0,6,1,0,1,7,0,1,4,0,4
220990155184301.0,2021/22,4,0,0,1,2,1,6,0,0,5,0,0
220990155184302.0,2021/22,4,1,1,1,0,0,6,1,0,5,3,3
220990155185211.0,2021/22,7,1,0,1,4,4,5,3,0,0,1,4
220990155185391.0,2021/22,4,1,1,1,0,0,3,0,1,4,0,3
220990155185392.0,2021/22,4,0,0,1,0,0,3,4,1,2,0,2
220990155185881.0,2021/22,1,0,2,1,0,1,5,2,1,6,1,1
220990155186531.0,2021/22,5,1,0,1,4,0,8,0,0,0,1,3
220990155186532.0,2021/22,3,0,0,0,0,1,8,0,0,0,2,4
220990165188271.0,2021/22,2,1,0,1,0,0,7,1,2,4,2,3
220990165188272.0,2021/22,2,0,0,1,0,1,7,0,2,4,0,3
220990165188501.0,2021/22,3,1,0,1,2,0,7,4,0,5,3,2
220990165188502.0,2021/22,3,0,0,1,2,0,7,0,0,5,4,2
220990165189001.0,2021/22,1,0,3,1,0,0,8,0,0,0,1,2
220990165189181.0,2021/22,3,1,0,1,2,1,8,0,0,3,0,1
220990165189182.0,2021/22,3,0,0,1,2,0,8,0,0,3,1,3
220990165189341.0,2021/22,5,0,0,1,1,1,8,1,0,5,1,3
220990165189342.0,2021/22,3,1,0,1,2,0,8,0,0,5,1,2
220990165189911.0,2021/22,4,1,0,1,2,0,5,2,0,0,1,3
220990165190231.0,2021/22,2,0,0,1,1,1,6,0,0,0,1,3
220990165190721.0,2021/22,1,0,2,1,0,0,3,0,1,4,0,2
220990165190982.0,2021/22,4,1,3,1,0,0,3,0,0,2,1,4
220990165191141.0,2021/22,4,0,0,1,5,2,0,3,0,0,0,3
220990165191481.0,2021/22,0,0,3,1,2,3,1,6,1,8,0,3
220990165191711.0,2021/22,3,1,0,0,2,1,4,1,2,4,0,3
220990165191712.0,2021/22,3,0,0,1,2,0,4,0,2,4,0,4
220990165192621.0,2021/22,2,1,0,1,0,0,1,1,0,0,2,3
220990165194521.0,2021/22,0,0,2,1,1,2,3,6,0,7,1,3
220990165194941.0,2021/22,4,0,0,1,0,0,4,0,0,3,2,2
220990165194942.0,2021/22,4,1,0,1,0,0,4,7,0,3,1,4
220990165195511.0,2021/22,2,1,0,1,0,0,4,1,2,4,0,3
220990165195851.0,2021/22,3,1,0,1,2,1,2,4,0,3,1,3
220990165195852.0,2021/22,1,1,0,1,2,0,2,0,1,4,1,3
220990165195931.0,2021/22,2,0,1,1,0,0,6,0,0,0,0,3
220990165197342.0,2021/22,4,1,0,1,3,3,7,1,0,0,2,3
220990165198741.0,2021/22,2,0,0,1,0,0,6,0,2,4,1,4
220990165198742.0,2021/22,2,1,1,1,0,1,6,1,2,4,1,2
220990165199731.0,2021/22,4,1,0,1,2,0,7,0,0,2,2,4
220990165199732.0,2021/22,4,1,0,1,2,0,7,0,0,2,3,4
220990165200391.0,2021/22,4,1,0,1,1,1,8,1,0,3,2,3
220990165201121.0,2021/22,5,0,0,0,2,1,2,3,0,0,3,2
220990165201122.0,2021/22,5,1,0,1,2,0,2,3,0,3,1,2
220990165201951.0,2021/22,5,0,0,1,1,1,6,3,0,3,2,2
220990165201952.0,2021/22,5,1,0,1,3,2,6,3,0,3,3,3
220990165202111.0,2021/22,3,0,1,1,0,1,4,0,1,4,1,3
220990165202112.0,2021/22,2,1,1,1,0,1,4,0,1,4,1,3
220990165202292.0,2021/22,6,1,0,1,2,4,6,3,0,3,1,2
220990165202781.0,2021/22,2,1,0,1,1,0,8,1,3,4,1,3
220990165202861.0,2021/22,6,1,0,1,5,4,5,3,0,0,1,3
220990165203281.0,2021/22,5,1,0,1,2,0,9,3,0,3,1,3
220990165203282.0,2021/22,6,0,0,1,0,4,9,3,0,3,1,3
220990165203511.0,2021/22,5,0,0,1,0,0,9,3,0,3,0,4
220990165203512.0,2021/22,5,1,0,1,0,0,9,3,0,3,0,2
220990165203691.0,2021/22,4,1,1,0,0,0,4,0,0,3,1,4
220990165203851.0,2021/22,2,1,0,1,1,1,8,0,2,2,0,3
220990175204421.0,2021/22,2,1,1,1,0,0,5,0,1,4,1,3
220990175204422.0,2021/22,4,0,0,1,1,0,5,0,1,4,1,3
220990175205091.0,2021/22,2,1,1,1,1,1,7,1,1,2,1,3
220990175205251.0,2021/22,2,0,2,1,2,0,7,0,2,4,0,2
220990175206081.0,2021/22,5,1,0,1,2,1,6,3,0,0,1,3
220990175206571.0,2021/22,4,0,1,1,0,0,7,3,2,4,1,4
220990175207561.0,2021/22,6,0,0,0,0,4,9,3,0,3,1,4
220990175207641.0,2021/22,3,0,0,1,0,0,9,0,2,4,3,3
220990175207642.0,2021/22,3,1,0,1,0,0,9,1,2,4,3,3
220990175207981.0,2021/22,4,1,0,1,0,0,8,0,0,0,0,1
220990175209211.0,2021/22,4,0,0,1,0,0,7,0,0,5,0,3
220990175209212.0,2021/22,4,1,0,1,2,1,7,4,0,5,1,3
220990175209962.0,2021/22,5,1,2,1,5,0,3,3,1,6,1,3
220990175210361.0,2021/22,2,1,0,1,2,2,3,0,2,2,0,4
220990175210511.0,2021/22,2,1,2,1,5,2,2,1,1,2,1,3
220990175210771.0,2021/22,4,0,0,0,4,1,4,3,0,3,1,3
220990175210772.0,2021/22,4,1,0,1,0,0,4,3,0,3,1,3
220990175211431.0,2021/22,3,0,3,1,0,0,5,0,1,2,1,3
220990175211501.0,2021/22,2,1,3,1,0,0,2,0,0,1,2,4
220990175212911.0,2021/22,4,1,2,1,2,3,6,1,0,2,0,4
220990175212912.0,2021/22,2,0,2,0,2,2,6,5,0,7,0,3
